ID_AUFTRAG_ZPM,n0_3,STW_NUM,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB
26025,4.488,14.3,5898,17.275,1999,120,1.22,1
26118,4.035,13.7,3813,16.4,1992,110,1,1
26138,38.228,2.6,171,6.318,1935,140,0.711,1
26143,6.087,13.87,12396,22.302,1996,200,1.4,1
26208,22.932,4.05,250,4.36,1993,140,1,1
26229,18.251,3.9,217.5,6.964,1985,140,1,1
26294,11.413,6.25,1143,14.19,1897,80,1,1
26298,3.595,21.1,21173.5,20.39,1995,140,1.219,1
26323,11.549,5.94,741,11.01,2001,120,1,1
26384,44.229,2.5,262,8.46,1994,130,1.11,1
26403,15.467,5.6,780,8.18,1978,140,2.5,1
26430,3.695,20.6,22305.9,22.39,1995,140,1.125,1
26432,10.151,13,22520,18.88,1953,130,1.05,1
26441,6.854,11.3,4778,15.39,1980,140,1,1
26443,12.199,6.25,1143,12.42,1897,80,1,1
26496,4.613,12.86,3907,16.56,1994,250,1,1
26574,4.613,12.86,3907,16.56,1994,250,1,1
26814,9.991,8.9,5358,21.11,1995,250,2.2,1
26824,7.108,8.82,2492,20.11,1997,250,1,1
26835,9.991,8.9,5358,21.11,1995,250,2.2,1
26841,9.991,8.9,5358,21.11,1995,250,2.2,1
26852,9.991,8.9,5358,21.11,1995,250,2.2,1
26858,4.644,13.2,5639,21.25,1995,250,1.29,1
26887,7.108,8.82,2492,20.11,1997,250,1,1
26892,4.644,13.2,5639,21.25,1995,250,1.29,1
26963,2.189,26.3,22892,24.63,2007,80,1,1
26966,12.158,6.25,1096,11.99,1897,80,1,1
26981,5.574,10.5,2483,16.22,2001,80,1,1
27044,3.719,18,11162,18.97,2000,160,1,1
27162,4.799,16.14,12719,20.08,1984,100,1,1
27177,3.206,20.76,18103,23.4,1990,130,1,1
27196,7.337,9.6,2685,14.49,1994,130,1,1
27219,2.472,26.3,26953,22.75,2012,80,1,1
27335,4.401,13.4,4660,18.41,2000,140,1,1
27354,113.424,2.3,1141,7.82,1936,120,0.75,1
27489,5.698,12,4903,17.97,1999,140,1.3,1
27501,2.246,26.3,37674,38.51,2007,80,1,1
27547,66.888,2.05,220,6.87,1903,160,0.97,1
27573,12.158,6.25,1096,11.99,1897,80,1,1
27578,27.055,8.97,30000,15.62,2001,60,1,1
27595,45.026,2.4,585,21.46,1995,250,1.25,1
27618,9.421,7.1,1096,11.99,1897,80,1,1
27647,8.458,9.5,4565,19.33,1913,120,1.28,1
27681,45.026,2.4,585,21.46,1995,250,1.25,1
27786,29.722,3.9,545,6.58,1925,130,0.781,1
27830,2.429,26.3,29685,25.94,2012,80,1,1
27831,12.158,6.25,1096,11.99,1897,80,1,1
27892,12.158,6.25,1096,11.99,1897,80,1,1
27912,65.153,2.3,441,9.16,1938,100,0.76,1
27928,4.942,11.5,2914,16.83,1993,100,1.05,1
27948,5.872,9,915,9.98,1986,100,1,1
27967,9.819,7.18,1456,14.02,1993,130,1,1
28012,5.562,16.3,19516,22.05,1988,140,1,1
28026,9.819,7.18,1456,14.02,1993,160,1,1
28057,4.206,15.7,6529,14.99,2005,160,1.28,1
28140,5.474,13.13,7905,21.9,1991,80,1,1
28185,27.364,8.97,30000,15.27,2001,60,1,1
28261,3.712,18,9926,16.93,2000,160,1,1
28308,2.246,26.3,37674,38.51,2007,80,1,1
28349,12.158,6.25,1096,11.99,1897,80,1,1
28457,2.417,26.59,32297,27.29,2014,80,1,1
28486,2.478,26.19,30631,26.16,2014,80,1,1
28502,3.254,20.91,15993,19.5,1990,130,1,1
28620,12.158,6.25,1096,11.99,1897,80,1,1
28675,5.342,10.5,2088,14.85,2001,80,1,1
28703,7.142,9.73,2685,14.49,1994,130,1,1
28709,10.485,6.73,1096,11.99,1897,80,1,1
28714,83.459,2,444,9.83,1938,140,0.98,1
28799,12.158,6.25,1096,11.99,1897,80,1,1
29011,7.508,9.49,2685,14.49,1994,130,1,1
29054,9.368,9.39,2685,9.71,1994,130,1,1
29092,5.088,16.13,12719,17.91,1984,80,1,1
29175,7.964,8.6,1970,14.01,1999,160,1.63,1
29190,4.978,11.5,2863,16.3,1993,100,1.05,1
29193,98.275,2.8,2276,9.46,1936,120,0.705,1
29203,66.888,2.05,220,6.87,1903,160,0.75,1
29222,8.458,9.5,4565,19.33,1913,120,1.28,1
29316,10.182,7.68,1716,11.74,1929,140,1.071,1
29333,8.739,11.5,10967,20.26,1929,140,1.18,1
29453,5.813,8.92,1142,13.17,1951,100,1,1
29454,7.636,9.41,2685,14.49,1994,130,1,1
29483,83.459,2,444,9.83,1938,140,0.98,1
29613,4.97,16.14,10531,15.5,1984,120,1,1
29673,44.143,2.7,358,8.53,1936,120,0.678,1
29686,12.158,6.25,1096,11.99,1897,80,1,1
29700,12.158,6.25,1096,11.99,1897,80,1,1
29766,12.158,6.25,1096,11.99,1897,80,1,1
29877,3.168,17,11623,34.22,2010,80,1,1
29911,12.158,6.25,1096,11.99,1897,80,1,1
29946,65.733,3.5,2415,9.19,1936,120,0.939,1
30026,5.317,11.84,3422,15.2,1998,140,1.22,1
30109,3.622,18,11082,19.85,2000,160,1,1
30406,4.3,16.05,13579,27.31,1996,160,1.04,1
30470,10.027,6.8,957,10.985,1974,140,1,1
30569,7.999,11,6155,16.21,1897,80,1,1
30648,4.015,15.7,6805,17.14,2005,160,1.28,1
30749,4.634,13.35,5647,20.43,1999,140,1.23,1
30877,65.296,2.3,441,9.12,1938,100,0.76,1
31053,6.622,10.9,3760,14.99,1995,160,1,1
31054,6.622,10.9,3760,14.99,1995,160,1,1
31267,8.444,8.91,2830,15.54,2000,140,1,1
31268,8.444,8.91,2830,15.54,2000,140,1,1
31302,3.704,14.5,4518,18.38,2000,160,1,1
31306,51.267,2.8,531,8.11,2003,140,1,1
31327,7.815,7.5,1127,14.39,2000,160,1,1
31328,7.545,7.5,1003,13.74,2000,160,1,1
31365,4.146,13.6,3487,14.63,1999,160,1,1
31366,4.139,13.6,4527,19.06,1999,160,1,1
31407,4.049,13.6,4684,20.61,1999,160,1,1
31422,7.815,7.5,1127,14.39,2000,160,1,1
31423,4.024,14.5,4815,16.6,2000,160,1,1
31441,3.864,14.5,4188,15.66,2000,160,1,1
31473,4.33,13.6,3991,15.35,1999,160,1,1
31506,7.406,7.5,880,12.51,2000,160,1,1
31507,3.786,14.5,4860,18.93,2000,160,1,1
31558,14.908,4.76,443,9.58,1981,160,1,1
31561,14.908,4.76,443,9.58,1981,160,1,1
31632,45.048,2.4,683,25.03,1995,160,1.25,1
31752,45.048,2.4,683,25.03,1995,160,1.25,1
31781,15.936,4.9,461,7.77,1970,160,1,1
31785,14.202,4.9,393,8.34,1970,160,1,1
31848,13.458,7.9,6908,24.16,2006,160,1,1
31854,3.288,18.96,10360,18.3,1988,150,1,1
31858,5.039,14.453,8153,18.16,1987,150,1,1
31860,8.404,10,5639,19.7,2006,160,1,1
31886,3.666,16.08,6772,18.6,2009,160,1,1
31890,2.983,18.57,8340,19.45,2006,150,1,1
31974,4.662,14.22,6869,19.07,2006,150,1,1
31982,34.778,2.65,271,11.21,1988,120,1,1
32061,19.562,5.2,1033,9.11,1988,120,1,1
32062,34.778,2.65,271,11.21,1988,120,1,1
32063,35.253,2.65,271,10.91,1988,120,1,1
32068,4.635,15.2,7805,16.79,1993,140,1,1
32089,21.052,5.2,1291,9.83,1988,120,1,1
32125,21.375,5.2,1033,7.63,1988,120,1,1
32127,4.635,15.2,7805,16.79,1993,140,1,1
32162,8.24,8.2,1154.7,9.28,1988,110,1.49,1
32165,23.79,5,1210,8.44,1958,120,0.99,1
32182,23.94,6,2625,8.72,1959,120,1,1
32194,23.94,6,2625,8.72,1959,120,1,1
32204,23.79,5,1210,8.44,1958,120,0.99,1
32217,8.114,8.2,1186,9.83,1988,110,1.49,1
32727,23.32,5.2,1228,7.62,1967,140,0.8,1
32923,40.555,2.5,138,5.3,1930,140,1.3,1
33018,41.809,4.45,2817,10.14,1987,130,1.38,1
33033,10.105,7.8,1881,12.28,1979,140,1.015,1
33072,3.903,15.99,6620,16.4,2013,150,1,1
33336,22.294,6,992,3.8,1963,140,0.993,1
33701,22.493,4.45,866,10.77,1987,130,1.38,1
34328,54.469,2.4,302,7.57,1941,140,1.27,1
34721,5.8,9.25,1082,10.84,1979,140,1.54,1
35315,28.34,4.3,858,7.71,1926,140,0.89,1
35908,58.794,2.7,784,10.53,1934,130,1.23,1
36077,30.96,3.25,654,15.09,1982,140,1,1
36882,46.237,2.41,254,8.69,1990,150,2.176,1
37148,18.582,5.7,3869,26.19,2002,160,1.24,1
37352,5.309,12.3,4212,16.11,1979,140,1.04,1
37574,7.358,11.1,4863,14.6,1987,140,1.42,1
37669,67.129,3.7,3327,9.72,1934,160,1.07,1
37974,6.328,10.2,2668,15.19,1992,130,1.638,1
38360,12.028,5.7,359,5.8,1967,140,0.832,1
38441,52.369,2.2,138,5.3,1928,140,1.15,1
38459,58.794,2.7,784,10.53,1934,130,1.23,1
38498,4.313,13.5,4357,17.4,1990,140,1,1
38727,42.213,3.3,704,8.22,1927,140,1.06,1
39007,28.34,4.3,858,7.71,1926,140,0.89,1
39068,3.146,19.6,10862,18.35,2003,140,1,1
39163,4.946,12.17,3951,18.17,1999,140,1.17,1
39407,5.156,13.1,4113,12.96,1989,130,1,1
39903,12.22,6.26,1172,12.61,1997,160,1,1
39962,5.178,11.52,2735,14.29,2003,140,1,1
40004,11.881,5.4,448,9.21,1987,150,1.64,1
40290,15.12,6,957,7.97,1908,150,1.14,1
42465,12.028,5.7,359,5.8,1967,140,0.832,1
42823,9.712,5.94,503,10.57,2001,160,1,1
42962,3.228,16.8,5214,15.5,1988,140,1,1
43156,59.32,2.5,366,6.57,1928,140,1.24,1
43306,10.766,6.3,882,11.92,1996,160,1,1
43595,6.17,11.5,3826,14.18,1995,160,1,1
43647,19.739,5.2,844,7.31,1967,140,0.8,1
43656,21.217,6.8,3811,9.77,1931,140,1.07,1
43681,14.189,6.32,2476,19.02,1992,140,1,1
43760,5.93,12,4475,15.14,1994,160,1,1
44048,31.173,5.6,3846,9.93,1938,140,1.06,1
44314,15.12,6,957,7.97,1908,150,1.14,1
44429,5.238,15.6,12738,19.34,1996,200,2.563,1
44455,9.925,8.15,2903,16.481,1995,160,1,1
44503,4.313,13.5,4357,17.4,1990,140,1,1
44572,5.178,11.52,2735,14.29,2003,140,1,1
45077,8.332,7.9,1532,13.98,1992,130,1.783,1
45806,5.309,12.3,4212,16.11,1979,140,1.04,1
45825,3.197,16.8,5214,15.8,1988,140,1,1
45928,7.621,9,2156,13.96,2010,140,1,1
46512,3.273,19.9,12403,18.22,1996,160,1,1
47068,3.197,16.8,5214,15.8,1988,140,1,1
47332,12.402,8.8,3914,10.47,1948,140,1.24,1
47342,11.881,5.4,448,9.21,1987,150,1.64,1
47718,19.302,4.7,462,6.27,1970,140,0.8,1
47733,18.87,6.8,2956,9.58,1962,140,1.21,1
47795,3.273,19.9,12403,18.22,1996,160,1,1
47953,9.63,8.5,3311.2,16.876,1996,160,1,1
48028,43.663,2.5,166,5.5,1933,140,0.85,1
49395,3.903,15.99,6620,16.4,2013,150,1,1
49526,16.775,4.5,513,10.97,1999,160,1.95,1
49815,10.227,6.35,856,12.42,1992,130,1.38,1
50223,6.164,11.5,3910,14.52,1995,160,1,1
50432,10.834,6.3,945,12.61,1996,160,1,1
50904,5.187,11.1,2324,14.04,2003,140,1,1
50966,4.546,11.4,1976,13.97,2003,160,1,1
51793,2.764,16.3,5377,24.6,1992,140,1,1
51905,6.242,9.25,1207,10.44,1979,140,1.54,1
52167,3.146,19.6,10862,18.35,2003,140,1,1
52189,31.272,3.25,654,14.79,1982,140,1,1
52607,12.402,8.8,3914,10.47,1948,140,1.24,1
52797,3.08,22.92,30341,28.6,1995,160,1,1
52952,7.358,11.1,4863,14.6,1987,140,1.42,1
53408,16.262,4.5,407,9.26,1999,160,1.95,1
53415,43.663,2.5,166,5.5,1933,140,0.85,1
53506,46.328,2.41,255,8.69,1990,150,2.176,1
53628,5.93,12,4475,15.14,1994,160,1,1
53709,10.105,7.8,1881,12.28,1979,140,1.015,1
53813,31.173,5.6,3846,9.93,1938,140,1.06,1
53902,46.328,2.41,255,8.69,1990,150,2.176,1
54134,3.197,16.8,5214,15.8,1988,140,1,1
54767,9.255,5.94,551,12.75,2001,160,1,1
55327,82.78,2.25,484,6.8,1982,130,1.27,1
55526,4.131,14.2,6578,23.39,1990,120,1,1
55694,5.289,13.1,3489,10.45,1989,130,1,1
56084,46.237,2.41,254,8.69,1990,150,2.176,1
56266,12.713,4.7,210,6.57,1970,140,0.8,1
56658,42.213,3.3,704,8.22,1929,140,1.06,1
57013,5.187,11.1,2324,14.04,2003,140,1,1
57062,32.852,2.25,88,7.85,1982,130,1.27,1
57065,22.285,7.5,7362,11.56,1963,130,1.044,1
59769,8.149,5,169.89,10.1,1982,140,1.37,1
65338,8.149,5,169.89,10.1,1982,140,1.37,1
23533,18.502,4.55,836,14.06,1984,160,1.015,0.999
24403,14.313,6.4,1606,11.53,1908,130,0.985,0.999
6963,5.578,13.2,5778,15.09,1984,160,1.009,0.998
19710,45.373,3,638,9.44,1973,120,1.057,0.998
25106,45.373,3,638,9.44,1973,120,1.057,0.998
28597,10.169,8.15,3626,19.61,1978,140,1.001,0.998
23929,49.482,2.5,357,9.21,1982,80,1.074,0.997
10700,8.064,8,1275,11.81,1977,110,1.07,0.993
10701,8.081,8,1275,11.76,1977,110,1.07,0.993
10702,8.064,8,1275,11.81,1977,110,1.07,0.993
10703,8.081,8,1275,11.76,1977,110,1.07,0.993
21755,23.36,5.31,2328,13.24,1935,120,0.991,0.993
25389,18.633,5.5,1334,10.36,1916,120,0.989,0.993
29969,42.876,5.5,8338,12.23,1962,160,0.989,0.993
1675,36.937,6.7,14062,12.62,1962,130,0.985,0.99
1676,36.937,6.7,14062,12.62,1962,130,0.985,0.99
5207,9.218,8.7,3727,18.89,1915,180,0.98,0.99
5208,8.99,8.7,3515,18.73,1915,180,0.98,0.99
5775,65.036,3.52,2208,8.39,1970,160,1.28,0.99
5776,39.597,3.52,718,7.36,1970,160,1.28,0.99
5890,12.764,10,7851,11.89,1949,140,0.98,0.99
5891,12.764,10,7851,11.89,1950,140,0.98,0.99
15571,4.965,12.8,3797,14.16,1982,130,0.99,0.99
17137,5.425,12.8,4204,13.13,1982,130,0.99,0.99
17915,52.928,4.2,2844,8.05,1941,160,1.376,0.99
18973,52.928,4.2,2844,8.05,1941,160,1.376,0.99
19954,13.951,7.4,3276,13.85,1979,140,0.99,0.99
22359,13.951,7.4,3276,13.85,1979,140,0.99,0.99
27198,12.636,9,2836,6.68,1975,120,0.98,0.99
28838,9.299,8.7,4931,24.56,1915,120,0.98,0.99
30413,8.98,8.7,3717,19.85,1915,120,0.98,0.99
49508,17.408,6.75,3493,13.7,1963,140,0.99,0.99
2482,16.759,6.6,2836,13.13,1914,110,0.978,0.988
2483,16.856,6.6,2836,12.98,1914,110,0.978,0.988
22020,17.567,6.6,3358,14.15,1954,160,0.978,0.988
8116,13.632,8.2,5843,17.16,1970,140,0.995,0.984
15678,45.157,2,80,6.05,1932,90,0.807,0.984
22486,89.378,3.1,4168,13.94,1966,120,0.975,0.981
5157,5.173,11.7,2662,13.1,1976,200,0.95,0.98
5158,5.173,11.7,2662,13.1,1976,200,0.95,0.98
6023,10.832,8.9,3446,11.55,1926,160,0.98,0.98
6024,10.832,8.9,3446,11.55,1926,160,0.98,0.98
7904,15.916,5.9,734,5.9,1921,150,0.98,0.98
15365,6.282,11.21,4495,17.8,1977,160,0.96,0.98
16685,8,9,1702,10,1972,160,0.99,0.98
17751,8,9,1702,10,1972,160,0.99,0.98
18501,6.145,11.21,4495,18.6,1977,160,0.96,0.98
20712,23.251,4.3,1236,16.5,1971,160,1.001,0.98
21623,10.304,8.23,1982,10.04,1905,160,1.05,0.98
23122,10.677,8.23,2128,10.04,1905,160,1.05,0.98
24646,31.6,4.3,725,5.24,1991,120,1.001,0.98
25288,25.113,4.3,824,9.43,1971,160,1.001,0.98
26410,31.6,4.3,725,5.24,1991,120,1.001,0.98
27330,9.979,12,16871,20.16,1939,100,0.98,0.98
29289,5.955,9.6,1874,15.35,1978,140,0.98,0.98
46838,88.099,3.2,2863,8.68,1934,140,0.98,0.98
21572,38.24,3.4,750,9.47,1973,100,0.935,0.979
21992,37.371,3.4,798,10.55,1977,110,0.935,0.979
25739,37.371,3.4,798,10.55,1977,110,0.935,0.979
24666,37.055,3.4,557,7.49,1982,160,0.935,0.978
45625,10.397,8.9,3304,12.02,1977,130,0.989,0.977
16645,48.352,2.85,657,10.51,1965,130,0.85,0.975
17709,48.352,2.85,657,10.51,1965,130,0.85,0.975
15814,45.752,5,7037,13.272,1937,160,0.973,0.974
17359,45.752,5,7037,13.272,1937,160,0.973,0.974
15950,12.071,6.4,641,6.47,1928,160,0.974,0.973
19135,12.071,6.4,641,6.47,1928,160,0.974,0.973
24851,6.045,12.7,4651,12.07,1917,250,0.972,0.972
3962,15.654,7,4347,18.23,1936,160,0.969,0.97
3963,15.714,7,4347,18.09,1936,160,0.969,0.97
11321,100.069,3,3238,9.85,1959,150,0.97,0.97
11322,100.069,3,3238,9.85,1959,150,0.97,0.97
14921,15.109,8.5,6230,12.9,1970,100,0.98,0.97
16655,33.86,2.75,249,9.37,1884,160,0.95,0.97
16656,72.449,2.75,1039,8.54,1884,160,0.95,0.97
17258,18.414,6.35,2594,11.61,1958,160,0.96,0.97
29218,18.73,5.8,1654,10.28,1920,140,0.919,0.97
29464,18.73,5.8,1654,10.28,1920,140,0.919,0.97
20046,14.308,7.8,1895,6.17,1990,120,0.971,0.968
7313,16.648,5,688,9.8,1954,130,1.023,0.967
23592,13.832,7.6,1966,7.6,1913,120,0.966,0.967
33432,27.643,6.3,3732,7.65,1957,150,0.974,0.966
54143,27.643,6.3,3732,7.65,1957,150,0.974,0.966
2854,14.572,6.05,1394,12.09,1911,160,0.958,0.963
2855,14.375,6.05,1241,11.06,1911,160,0.958,0.963
29115,15.546,9.2,15668,22.33,1931,130,0.937,0.963
42472,26.618,3.8,485,8.1,1960,140,0.963,0.963
43655,26.618,3.8,485,8.1,1960,140,0.963,0.963
20710,15.024,5.75,1270,12.7,1915,120,0.962,0.962
25504,15.024,5.75,1270,12.7,1915,120,0.962,0.962
5898,7.305,9.14,1372,9.09,1969,160,0.97,0.96
5899,7.506,9.14,1372,8.61,1969,160,0.97,0.96
9311,20.142,8.4,15136,18.49,1941,110,0.89,0.96
9312,20.142,8.4,15136,18.49,1941,110,0.89,0.96
15603,9.244,9,3065,13.49,1939,160,0.97,0.96
17211,23.201,6,3062,10.83,1960,160,0.95,0.96
17722,9.244,9,3065,13.49,1939,160,0.97,0.96
17755,24.869,6,2875,8.85,1960,160,0.95,0.96
47493,12.716,7,1737,11.04,1937,130,0.948,0.96
52562,12.716,7,1737,11.04,1937,130,0.948,0.96
54461,12.716,7,1737,11.04,1937,130,0.948,0.96
15779,19.336,6.75,4108,13.06,1970,120,0.943,0.958
16841,47.261,5,8609,15.216,1957,160,0.968,0.958
18440,47.042,5,8609,15.358,1957,160,0.968,0.958
20604,20.961,5.8,1864,9.25,1932,160,0.951,0.958
21130,20.961,5.8,1864,9.25,1932,160,0.951,0.958
25752,10.655,7.4,1490,10.8,1965,120,0.953,0.958
18944,21.234,6,2894,12.22,1956,140,0.95,0.957
19457,21.234,6,2894,12.22,1956,140,0.95,0.957
20189,21.983,5.7,2117,10.24,1931,160,0.946,0.952
24230,22.002,5.7,1864,9,1931,160,0.946,0.952
25662,14.511,5.6,1034,12.32,1931,120,0.947,0.952
19978,23.082,5.5,1885,9.54,1961,160,1.113,0.951
3651,43.583,4.6,3926,11.39,1957,140,0.86,0.95
3652,25.361,4.6,1257,10.77,1957,140,0.86,0.95
4015,11.598,8.8,6977,21.34,1984,280,0.95,0.95
4016,11.881,8.8,6646,19.37,1984,280,0.95,0.95
4292,11.65,5.49,610.6,12.22,1987,280,0.95,0.95
4293,11.65,5.49,610.6,12.22,1987,280,0.95,0.95
5145,14.421,7.17,2644,11.87,1963,200,0.9,0.95
5268,14.556,7.7,4039,13.38,1913,120,0.95,0.95
5269,14.488,7.7,4169,13.94,1913,120,0.95,0.95
5453,8.405,11.3,7535.15,16.14,1982,200,1.24,0.95
5454,8.405,11.3,7535.15,16.14,1982,200,1.24,0.95
5652,7.085,8.75,1405,11.78,1978,200,0.96,0.95
5653,7.14,8.75,1405,11.6,1978,200,0.96,0.95
5678,10.671,9.5,5105,13.58,1985,200,0.94,0.95
5679,10.671,9.5,5105,13.58,1985,200,0.94,0.95
5680,10.671,9.5,5105,13.58,1985,200,0.94,0.95
5681,10.671,9.5,5105,13.58,1985,200,0.94,0.95
8094,6.677,10,2275,12.59,1982,140,0.95,0.95
9750,18.971,4,407,10.9,1984,120,0.95,0.95
9751,18.971,4,407,10.9,1984,120,0.95,0.95
9971,29.674,5.5,4069,12.46,1961,110,0.94,0.95
11267,51.603,5.1,6812,9.33,1913,140,1.88,0.95
11268,51.603,5.1,6812,9.33,1913,140,1.88,0.95
11299,68.837,2.3,359,6.68,1969,150,0.98,0.95
11404,37.837,5,9581,26.42,1949,110,0.814,0.95
11405,37.837,5,9581,26.42,1949,110,0.814,0.95
15713,13.963,6,1364,13.32,1993,130,0.95,0.95
15714,14.272,6,1286,12.02,1993,130,0.95,0.95
16514,5.993,13.71,8922,17.35,1998,160,0.95,0.95
16689,8.273,7.2,650,8.72,1973,140,0.94,0.95
16690,8.273,7.2,650,8.72,1973,140,0.94,0.95
16756,6.853,12.3,8390,19.26,1983,160,0.95,0.95
16757,6.853,12.3,8390,19.26,1983,160,0.95,0.95
16922,11.576,8.8,5830.4,17.9,1984,160,0.95,0.95
17435,11.774,8.8,4423.8,13.13,1984,160,0.95,0.95
17995,10.952,5.49,719.4,16.29,1985,160,0.95,0.95
18119,5.993,13.71,8922,17.35,1998,160,0.95,0.95
18349,13.773,5.7,861,10.61,1971,160,0.883,0.95
19058,11.018,5.49,632,14.14,1985,160,0.95,0.95
20670,75.434,3.3,6183.8,22.61,1945,120,0.74,0.95
21072,14.971,7.9,2926,8.27,1982,120,0.95,0.95
27383,23.756,4.5,710,7.57,1910,80,0.95,0.95
27750,5.525,9.3,786.7,8.5,1913,90,0.93,0.95
28972,22.932,5.5,2155,11.05,1959,120,0.94,0.95
29159,42.776,2.6,366,10.8,1987,140,0.95,0.95
29264,36.09,2.5,133,6.45,1974,120,0.94,0.95
29560,23.199,4.6,793,8.12,1982,80,0.95,0.95
30258,42.182,2.6,348,10.56,1992,140,0.95,0.95
30360,21.791,5.5,1275,7.24,1972,120,0.94,0.95
30747,5.525,9.3,786.7,8.5,1913,90,0.93,0.95
37421,42.933,5.7,11379,14.43,1959,120,0.89,0.95
42299,4.772,17.4,19680,23.26,1982,140,1,0.95
43570,4.648,16.4,14449,22.81,1982,140,1,0.95
44001,42.933,5.7,11379,14.43,1959,120,0.89,0.95
45087,11.624,6.4,859,9.35,1990,140,0.95,0.95
46381,4.609,17.7,21115,24.99,1982,140,1,0.95
54798,4.504,17.3,17850,24.24,1982,140,1,0.95
55527,4.562,17.8,20664,24.4,1982,140,1,0.95
3547,11.979,7.5,7570,41.14,1915,100,0.946,0.949
11990,14.733,7.2,2629,11.12,1988,160,0.939,0.947
23672,10.978,7.2,1260,9.6,1980,120,0.939,0.947
25762,10.817,7.2,1379,10.82,1980,120,0.939,0.947
15263,16.851,7.6,4480,11.668,1974,160,0.951,0.946
16276,16.943,7.6,6117,15.759,1974,160,0.951,0.946
18531,12.501,7.21,2142.9,12.52,1921,120,0.938,0.946
25553,22.329,5.5,1875,10.14,1930,160,0.942,0.946
42796,16.686,5.5,1238,11.99,1910,140,0.942,0.946
2880,9.73,5.2,466,16.61,1982,200,0.949,0.945
5474,20.815,4.5,681.3,9.462,1939,110,1.018,0.945
37620,27.776,4.3,868,8.12,1970,160,0.943,0.943
45118,29.135,4.3,868,7.38,1970,160,0.943,0.943
24781,38.72,5.04,4595,11.72,1960,140,0.943,0.942
1723,13.942,7.53,4407,17.4,1970,120,0.95,0.94
2229,24.343,5.3,1950,10.29,1911,130,0.937,0.94
3427,20.005,5.4,1466,10.63,1915,100,0.936,0.94
3428,20.005,5.4,1466,10.63,1915,100,0.936,0.94
6122,14.04,8.7,5094,11.13,1928,160,0.95,0.94
6123,14.04,8.7,5094,11.13,1928,160,0.95,0.94
7773,17.451,8.6,9789,14.5,1955,160,0.949,0.94
7774,17.451,8.6,9789,14.5,1955,160,0.949,0.94
7906,27.561,5.4,2856,10.91,1928,110,0.94,0.94
7907,27.561,5.4,2856,10.91,1928,110,0.94,0.94
9105,20.028,5.5,1562,10.5,1908,130,0.94,0.94
9106,20.028,5.5,1562,10.5,1908,130,0.94,0.94
9233,24.556,5.4,2477,11.92,1953,160,0.938,0.94
9234,24.565,5.4,2483,11.94,1953,160,0.938,0.94
16120,6.989,7.7,364,5.23,1893,160,0.94,0.94
16657,6.989,7.7,364,5.23,1893,160,0.94,0.94
17177,6.989,7.7,364,5.23,1893,160,0.94,0.94
18861,120.986,2.4,2291,11.64,1932,140,1.02,0.94
19306,6.989,7.7,364,5.23,1893,160,0.94,0.94
21209,45.004,4.5,3430,10.19,1938,160,0.95,0.94
21981,16.54,7,2726,10.24,1964,160,0.87,0.94
22095,23.447,4.3,681,8.94,1978,160,0.94,0.94
22444,16.54,7,2726,10.24,1964,160,0.87,0.94
22671,35.734,2.65,1653,64.77,1988,160,1.06,0.94
22931,16.54,7,2726,10.24,1964,160,0.87,0.94
23850,45.004,4.5,3430,10.19,1938,160,0.95,0.94
24190,16.54,7,2726,10.24,1964,160,0.87,0.94
29017,11.721,9,7336,20.08,1934,120,0.92,0.94
34415,21.772,5.2,1194,8.5,1936,160,0.938,0.94
37679,8.623,10,3954,13.12,1949,160,0.94,0.94
47638,10.146,10,5119,12.27,1949,160,0.94,0.94
47829,21.772,5.2,1194,8.5,1936,160,0.938,0.94
57122,32.263,5.3,3605,10.83,1970,130,0.937,0.94
31003,22.31,5.2,1149,7.79,1925,130,0.939,0.939
31004,19.19,5.2,873,8,1925,130,0.939,0.939
1913,24.781,4.2,704,9.09,1962,120,0.921,0.937
14491,24.487,4.2,794,10.5,1962,120,0.921,0.937
7657,41.692,2.6,207,6.43,1979,110,0.935,0.935
1840,55.746,4.95,12310,16.28,1959,160,0.933,0.933
1841,55.746,4.95,12310,16.28,1959,160,0.933,0.933
24307,19.52,5.14,789,7.32,1990,160,0.954,0.933
20375,29.812,3.4,954,19.82,1916,120,0.89,0.932
20369,26.91,4.3,886,8.83,1972,200,0.955,0.931
21041,26.91,4.3,886,8.83,1972,200,0.955,0.931
51341,8.391,7.2,819,10.68,1977,130,0.932,0.931
3396,24.66,5.1,1539,9.23,1950,130,0.93,0.93
3397,24.726,5.1,1621,9.67,1950,130,0.93,0.93
11290,24.278,5.2,1627.9,9.32,1970,150,0.93,0.93
11291,31.351,5.2,2534,8.7,1970,150,0.93,0.93
11296,20.102,5.35,1013,7.55,1967,150,0.93,0.93
11297,30.438,5.35,2664,8.66,1967,150,0.93,0.93
11429,46.42,5.1,5589,9.46,1957,70,0.93,0.93
11432,46.42,5.1,5589,9.46,1957,70,0.93,0.93
16114,20.553,5.8,2201,11.36,1958,160,0.92,0.93
17168,20.553,5.8,2201,11.36,1958,160,0.92,0.93
17753,21.889,5.1,1118,8.51,1946,160,0.93,0.93
22488,36.073,2.3,299,20.26,1970,90,1,0.93
27876,19.438,7.15,1925,4.81,1972,120,0.93,0.93
29802,8.763,8.75,2043,11.2,1914,110,0.92,0.93
