ID_AUFTRAG_ZPM,STW_NUM,n0_3,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB,Ssp_Randkonstruktion
8137,2.2,195.895,2860,7.85,1903,80,0.936,1.999,2
8138,3.7,22.21,290,7.74,1939,80,1.257,1.999,2
8183,5.5,36.262,6532,13.395,1927,160,1.251,1.99,1
8184,5.5,36.262,6532,13.395,1927,160,1.251,1.99,1
8185,5.5,36.262,6532,13.395,1927,160,1.251,1.99,1
8186,5.5,36.262,6532,13.395,1927,160,1.251,1.99,1
8198,15.5,4.273,6893,16.14,1980,160,1.13,3,1
8202,7.5,6.232,508,10.2,1980,160,1.47,1.99,1
8203,7.5,6.232,508,10.2,1980,160,1.47,1.99,1
8221,4.5,27.388,1466,11.76,1932,160,0.9,3,1
8222,4.5,27.388,1466,11.76,1932,160,0.9,3,1
8223,12.03,6.357,6065.2,17.68,1979,160,1.8,3,1
8224,12.03,6.36,5411.5,15.76,1979,160,1.8,3,1
8225,4.5,31.137,1318,8.18,1906,160,0.71,3,1
8226,4.5,30.992,1965,12.31,1906,160,0.71,3,1
8227,5.5,18.842,1318,10.01,1904,160,0.79,3,1
8228,5.5,18.823,1716,13.06,1904,160,0.83,3,1
8232,4.9,24.296,1233,8.94,1924,160,1.09,3,1
8233,4.9,24.296,1233,8.94,1924,160,1.09,3,1
8235,5,27.728,1519,7.8,1905,120,0.78,3,1
8236,5,27.938,2068,10.46,1905,120,0.78,3,1
8237,5.1,25.063,1898,11.02,1932,120,1.054,1.999,1
8238,6.2,9.491,603.6,11.19,1973,110,1.2,3,1
8239,6.2,9.491,603.6,11.19,1973,110,1.2,3,1
8246,5.1,22.056,1371.2,10.28,1929,110,1.19,3,1
8247,5.1,22.056,1371.2,10.28,1929,110,1.19,3,1
8254,9.61,8.044,11002,49.19,1903,100,0.83,1.18,1
8255,9.61,8.169,11404,49.44,1903,100,0.83,1.18,1
8275,11.75,4.338,2364,16.26,1984,120,0.99,2.22,1
8276,11.75,4.29,2197,15.45,1984,120,0.99,2.22,1
8289,3,36.476,684,15.66,1958,120,1.24,3,1
8295,3,36.476,684,15.66,1958,120,1.24,3,1
8296,3,36.476,684,15.66,1958,120,1.24,3,1
8297,3,36.476,684,15.66,1958,120,1.24,3,1
8299,3,38.758,603.6,12.24,1958,120,1.24,3,1
8300,3,38.758,603.6,12.24,1958,120,1.24,3,1
8301,3,38.758,603.6,12.24,1958,120,1.24,3,1
8305,3,38.758,603.6,12.24,1958,120,1.24,3,1
8313,25.36,2.716,29513,23.86,2004,200,1.187,1.187,0
8314,25.36,2.716,29513,23.86,2004,200,1.187,1.187,1
8338,5.5,20.973,2163,13.26,2005,200,1.471,3,1
8339,5.5,20.973,2163,13.26,1929,200,1.471,3,1
8351,12.52,4.611,3373,15.93,2003,200,1,1.99,1
8352,12.5,7.272,6122,11.7,2003,200,1.09,3,1
8353,12.5,7.732,6122,10.35,2003,200,1.09,3,0
8367,13.85,4.507,5546,18.31,1985,200,1,1,1
8378,5.5,11.738,535,10.47,1975,160,1.051,1.999,1
8379,5.5,11.71,535,10.52,1975,160,1.051,1.999,1
8487,6.6,9.411,756,11.1,1975,160,0.89,1.97,0
8489,7.15,7.588,616,10.1,1972,160,0.89,1.977,1
8490,5.4,20.002,1580,11.46,1976,160,1.388,3.938,0
8491,5.4,19.906,1580,11.57,1976,160,1.388,3.938,1
8493,4.5,25.971,871,7.77,1976,200,1.136,2.936,0
8494,4.45,26.558,871,7.77,1976,200,1.136,2.936,0
8495,4.45,26.558,871,7.77,1976,200,1.136,2.936,0
8496,4.45,26.473,910,8.17,1976,200,1.136,2.936,1
8497,4.5,25.888,910,8.17,1976,200,1.136,2.936,1
8498,4.45,26.473,910,8.17,1976,200,1.136,2.936,1
8500,3.6,27.241,588,11.64,1975,200,1.114,2.532,0
8501,3.6,27.871,588,11.12,1975,200,1.114,2.532,1
8514,16.08,3.666,6772,18.6,2009,200,1,1,0
8525,10,4.536,667,8,1900,140,0.8,2,1
8534,2.65,56.278,464,7.33,1899,140,0.72,0.74,1
8535,3.2,34.841,553,10.72,1932,140,1.15,2.16,0
8536,6.5,12.978,1037,8.51,1898,140,0.81,2.44,1
8537,3.2,34.823,538,10.44,1932,140,1.15,2.16,1
8538,6.5,12.978,1037,8.51,1898,140,0.81,2.44,0
8539,2.9,30.852,200,7.33,1900,140,0.72,1.08,1
8547,14.2,3.922,6146.2,24.25,1995,140,1,1,0
8548,14.2,4.127,5908.2,21.05,1995,140,1,1,1
8549,14.2,4.038,3787.8,14.1,1995,140,1,1,0
8552,9,7.416,1357,9.28,1935,140,1.27,2.61,1
8553,7.5,10.679,1357,9.28,1899,140,0.74,2.58,1
8556,6.5,9.256,1177,18.99,1904,120,0.87,1.99,2
8571,11.25,9.678,10733,17.65,1934,120,0.88,0.88,1
8572,11.25,9.678,10733,17.65,1934,120,0.88,0.88,1
8575,5,19.342,1031,10.88,1900,120,1.041,1.999,1
8576,5,19.342,1031,10.88,1900,120,0.738,1.999,1
8592,6.5,12.241,929,8.57,1902,110,0.743,1.999,1
8593,6.5,12.241,929,8.57,1902,110,0.743,1.999,1
8597,12,7.919,11709.7,22.22,1952,110,0.95,3.45,2
8598,6.92,14.13,2848.3,15.35,1928,110,1.09,1.99,2
8600,21,4.066,29966.4,23,1935,110,1.3,1.5,2
8606,10.7,5.1,1975.7,14.3,1987,90,1.08,3,1
8607,13,5.266,5755,17.93,1981,90,1.5,3,1
8608,2.5,32.289,167.2,10.13,1922,110,0.89,3,1
8610,7.15,12.842,2384.3,13.65,1935,120,1.2,1.98,2
8611,7.15,13.024,2612.3,14.54,1935,130,1.2,1.99,2
8618,12.7,8.147,12800,18.29,1935,80,1.26,1.26,1
8619,12.7,8.147,12800,18.29,1935,80,1.26,1.26,1
8620,12.4,15.289,56485.4,25.22,1935,80,1.26,1.25,1
8621,12.4,15.289,56485.4,25.22,1935,80,1.26,1.25,1
8622,5,24.455,1877,12.39,1935,80,1.12,3,1
8623,5,24.455,1877,12.39,1935,80,1.12,3,1
8628,2.3,44.492,126.76,5.646,1909,90,0.8,3,2
8629,2.3,44.492,126.76,5.646,1909,90,0.87,3,2
8631,7.72,11.324,2647.3,14.34,1937,110,1.4,3,1
8632,7.72,10.328,2291,14.92,1931,110,1.4,3,1
8633,6.8,10.328,1357,14.68,1976,110,1.375,1.999,2
8641,5,21.873,977.49,8.066,1909,100,0.97,3,2
8646,6,15.51,1262.3,9.99,1908,100,0.91,3,2
8647,3.5,32.48,488.9,7.62,1909,100,0.96,3,2
8653,8,18.047,5896,10.905,1939,100,0.95,1,1
8654,8,18.047,5896,10.905,1939,100,0.95,1,1
8661,10.34,12.118,8776,12.9,1939,100,1.02,1.404,1
8662,10.34,12.14,11450,16.77,1939,100,1.02,1.404,1
8695,9.26,9.897,15114,51.78,1901,130,1.42,0.72,1
8699,5.8,18.032,1788,11.99,1929,130,1.069,3,0
8700,8.5,11.528,4726,16.81,1935,130,1.102,3,1
8701,8.5,11.528,4726,16.81,1929,130,1.102,3,0
8702,8.5,11.528,4726,16.81,1935,130,1.102,3,0
8703,8.5,11.528,4726,16.81,1929,130,1.102,3,0
8738,6.9,17.751,9393,32.45,1914,130,1.22,3,1
8861,3.9,39.191,2441,16.95,2006,140,1,1,1
8949,4.2,23.98,533,7.35,1950,100,0.8,2.1,0
8950,4.2,23.98,533,7.35,1950,100,0.8,1.8,0
8954,4.2,23.98,533,7.35,1950,100,0.8,1.8,0
8966,4.2,23.98,533,7.35,1950,100,0.8,1.8,0
8969,4.2,23.98,533,7.35,1950,100,0.8,2.1,0
8970,4.2,23.98,533,7.35,1950,100,0.8,2.1,1
8977,4.2,23.98,533,7.35,1950,100,0.8,2.1,1
8987,6,14.686,1049,9.26,1912,140,0.971,3,2
8988,6.56,12.393,1472,12.77,1914,140,1.01,3,2
8991,5,18.315,650,7.65,2014,100,0.896,3,2
9003,5,21.089,979,8.69,1909,130,0.955,3,1
9004,5,21.089,979,8.69,1909,130,0.971,3,1
9009,8.85,8.738,1346,7.09,1985,130,1.461,3,1
9010,8.85,8.738,1346,7.09,1985,130,1.792,3,1
9011,5.2,16.479,884.4,10.99,1930,130,0.956,3,1
9012,5.2,16.479,884.4,10.99,1930,130,0.956,3,1
9022,3.7,27.749,441,7.54,1926,140,0.839,3,1
9023,3.7,27.749,441,7.54,1926,140,0.839,3,1
9034,3.4,21.457,287,11.51,1901,90,0.695,1.999,2
9035,5,17.731,704,8.84,1902,90,1.65,3,2
9043,5,19.487,480,4.99,1902,70,0.815,1.999,1
9048,2.4,29.437,67,5.75,2018,130,1.128,1.999,2
9051,6.5,14.897,1286,8.01,1901,130,0.738,1.999,2
9054,5.2,19.632,1005,8.8,1926,130,0.96,1.999,1
9055,5.2,19.632,1005,8.8,1926,130,0.96,1.999,1
9065,5.5,15.596,985,10.92,1902,110,1.68,3,1
9066,5.5,15.596,985,10.92,1902,110,1.68,3,1
9069,6.9,15.377,1729,7.96,1903,110,0.91,3,2
9072,5,22.025,972,7.91,1941,160,0.948,3,1
9073,5,22.025,972,7.91,1941,160,0.948,3,1
9075,5,17.402,698,9.1,1906,160,1.07,3,1
9076,5,17.402,698,9.1,1906,160,1.07,3,1
9077,5,18.817,661,7.37,1906,160,0.894,3,1
9078,5,18.946,661,7.27,1906,160,1.08,1.08,1
9079,5,18.946,661,7.27,1906,160,1.08,1.08,1
9080,5,18.946,661,7.27,1906,160,1.08,1.08,1
9081,5,21.257,681,5.95,1904,90,0.825,3,0
9082,5,20.213,681,6.58,1904,90,0.825,3,0
9107,5.7,18.727,1977.4,13.179,1960,130,0.98,1.99,1
9108,5.2,22.506,1776.4,11.835,1908,130,0.98,1.99,1
9110,6.1,20.732,2752,11.41,1958,130,0.7,3,1
9121,4.8,18.273,885.7,12.33,1930,110,1.125,3,1
9122,4.8,18.825,998,13.09,1930,110,1.125,3,1
9129,5.9,11.124,737.4,12.135,1978,110,0.83,3,1
9130,5.9,11.124,737.4,12.135,1978,110,0.83,3,1
9131,8,11.681,2590.2,11.435,1927,110,1.1,3,1
9132,8,11.681,2590.2,11.435,1927,110,1.1,3,1
9140,11.5,4.588,2384.8,15.98,1984,120,1.32,3,1
9141,11.5,4.588,2384.8,15.98,1984,120,1.32,3,1
9171,10.4,9.086,6169.4,15.76,1934,140,1.21,3,1
9172,10.4,9.086,6169.4,15.76,1934,140,1.21,3,1
9186,5.1,19.713,1044.2,9.8,1924,140,1.308,3,1
9187,5.1,19.713,1044.2,9.8,1924,140,1.308,3,1
9206,2.6,71.178,879.2,9.37,1938,140,1.039,3,0
9207,2.6,67.767,717,8.43,1898,140,1.039,3,1
9210,2.5,85.056,976.97,8.53,1898,140,0.978,3,1
9211,2.5,84.641,967.45,8.53,1898,140,0.978,3,1
9212,5.7,20.389,1558,8.76,1928,140,0.993,1.999,1
9213,5.7,20.389,1558,8.76,1928,140,0.993,1.999,1
9214,6,13.042,865.7,9.69,1926,140,0.9,2,1
9215,6,13.042,865.7,9.69,1926,140,0.9,2,1
9220,6,9.991,601.4,11.471,1974,130,1.2,3,1
9222,10.27,9.523,4608,11.27,1920,150,0.94,3,1
9223,9.55,9.875,6203,18.87,2010,100,1.025,2.5,1
9224,5.2,23.076,1920,12.168,1992,100,0.917,2,0
9226,13.91,4.566,5339,16.88,1990,90,1.088,2,1
9239,5,19.35,975,10.28,1969,160,0.982,1.9,1
9240,5,17.721,778,9.78,1969,160,1.035,2,1
9241,5,18.05,935,11.33,1928,160,1.17,2,1
9242,5,17.842,983,12.19,1928,160,1.17,2,1
9243,6.2,8.913,519,10.91,1977,160,0.97,2,1
9244,6.2,9.002,562,11.58,1977,160,0.97,2,1
9245,5.1,12.04,442,11.12,1977,160,1,1,1
9246,5.1,12.04,442,11.12,1977,160,1,1,1
9247,5,19.687,859,8.75,1969,160,0.88,1.5,1
9248,5,19.858,907,9.08,1969,160,1.02,2,1
9249,5,18.566,764,8.75,1948,160,1.07,2,1
9250,5,18.566,764,8.75,1948,160,1.07,2,1
9251,4.8,18.83,669,8.77,1928,160,1.1,2,1
9252,4.8,18.83,669,8.77,1928,160,1.1,2,1
9253,9,7.049,1703,12.89,1979,160,1.17,2,1
9254,9,7.049,1703,12.89,1979,160,1.17,2,1
9256,5.5,25.938,3331,13.35,1935,160,1.35,4,1
9257,5.5,25.938,3331,13.35,1935,160,1.35,4,1
9263,5.6,10.82,546,11.7,1980,140,1.1,2,1
9280,6.1,10.128,708,12.3,1982,160,1.5,2,1
9281,6.1,10.128,708,12.3,1982,160,1.5,2,1
9282,4.9,13.234,453,11.07,1982,160,1.2,2,1
9283,4.9,13.234,453,11.07,1982,160,1.2,2,1
9288,6.1,10.185,698,11.99,1982,110,1.5,2,1
9289,6.1,10.185,698,11.99,1982,110,1.5,2,1
9290,6.1,10.07,668,11.74,1980,110,0.94,2,1
9291,6.1,10.07,668,11.74,1980,110,0.94,2,1
9292,4.5,14.656,448,12.55,1982,120,1.27,2,1
9293,4.5,14.656,448,12.55,1982,120,1.27,2,1
9294,14.03,4.983,6735,17.27,1981,120,1.21,4,1
9295,14.03,4.983,6735,17.27,1981,120,1.21,4,1
9298,5.38,17.573,1015,9.68,1962,160,1.19,2,1
9299,5.38,17.573,1015,9.68,1962,160,1.19,2,1
9300,4.9,14.409,552,11.38,1984,160,1.33,1.69,1
9301,4.9,14.409,552,11.38,1984,160,1.33,1.69,1
9303,4.74,30.858,2252,11.56,1949,120,1.47,2,1
9304,4.74,30.858,2252,11.56,1949,120,1.47,2,1
9309,4.8,23.443,1478,12.5,2017,130,1.1,2,1
9310,4.8,23.443,1478,12.5,2017,130,1.1,2,1
9313,3.5,27.044,399,8.97,1967,130,1.36,2,1
9314,3.5,26.532,399,9.32,1967,130,1.36,2,1
9317,6,21.615,3848,15.68,1935,110,1.08,2,1
9318,6,21.615,3848,15.68,1935,110,1.08,2,1
9320,10.2,10.627,8532,17.22,1936,100,1.25,2,0
9321,10.2,10.069,9643,21.68,1936,100,1.25,2,1
9341,4.8,35.123,2914.2,10.98,1961,130,1.67,2.93,1
9342,4.8,35.123,2914.2,10.98,1961,130,1.67,2.93,1
9375,8.2,8.212,1369,11.08,1988,160,1.49,1,1
9376,8.2,8.195,1217,9.89,1988,160,1.49,1,0
9391,4.5,21.515,887,11.53,1912,130,1.05,2,0
9393,4.8,23.336,1079,9.21,1929,130,1.49,2,0
9394,4.8,23.336,1079,9.21,1929,130,1.49,2,0
9396,5.5,26.971,3410,12.64,2011,130,1.19,1.8,0
9416,4.95,15.686,567,9.47,1912,140,1.18,2,1
9417,5.1,16.13,1003,14.06,1934,140,1.18,2,1
9420,4.16,16.13,336,10.64,1983,160,1.2,1.8,1
9421,4.16,16.13,336,10.64,1983,160,1.2,1.8,1
9427,5,12.458,401,10.2,2014,160,1,1.4,0
9432,3.6,21.268,307,9.97,1937,160,1.29,1.9,1
9435,3.6,21.268,307,9.97,1937,160,1.29,1.9,1
9436,3.6,21.268,307,9.97,1937,160,1.29,1.9,1
9437,3.6,21.268,307,9.97,1937,160,1.29,1.9,1
9443,8.5,13.346,7228,19.18,2017,160,1.4,3,1
9444,8.5,13.346,7228,19.18,2017,160,1.4,3,1
9447,6,9.967,540,10.35,2017,160,1.13,2,1
9448,6,9.967,540,10.35,2017,160,1.13,2,0
9451,16.4,2.848,4304,18.1,1983,160,1.23,3,1
9452,16.4,2.848,4304,18.1,1983,160,1.23,3,1
9460,9.46,6.076,2428,20.26,1970,160,1.08,2.915,1
9461,9.46,6.076,2428,20.26,1970,160,1.08,2.915,1
9507,5.5,24.109,1737.43,8.06,1932,150,1.015,3.208,1
9508,5.5,21.077,1737.43,10.546,1932,150,1.015,3.208,1
9509,5.5,19.208,1737.43,12.6984,1932,200,1.047,3.235,1
9510,5.5,19.208,1737.43,12.6984,1932,200,1.047,3.235,1
9513,5.7,13.135,1043.3,14.1358,1968,200,1.219,1.672,1
9514,5.7,13.135,1043.3,14.1358,1968,200,1.219,1.672,1
9521,5.7,14.477,1185.29,13.22,1970,200,1.207,1.664,1
9522,5.7,14.477,1185.29,13.22,1993,200,1.207,1.664,1
9525,6.2,14.659,1521,11.82,1930,200,0.97,1.64,1
9526,6.2,14.76,1846,14.15,1930,200,0.97,1.64,1
9529,5.4,11.938,544.2,11.08,1990,160,1.22,1.03,1
9530,5.4,11.938,544.2,11.08,1990,160,1.22,1.03,1
9554,9,9.47,2570.9,10.78,1935,140,1.247,2.882,0
9555,9,8.316,2147.9,11.68,1935,140,1.24,3.096,1
9562,6.7,8.727,793.1,12.75,1989,150,1.38,1.93,1
9563,6.7,8.727,793.1,12.75,1989,150,1.38,1.93,1
9611,5.2,22.473,1712,11.44,1931,130,1.25,1.6,1
9612,5.2,22.473,1712,11.44,1930,130,1.25,1.6,1
9707,4.5,24.009,730,7.62,1910,80,1.071,3,0
9708,4.5,24.009,730,7.62,1910,80,1.071,3,0
9711,8,9.764,1415,8.94,1910,80,1.176,3,0
9713,4.6,24.626,701,6.37,1910,80,1.037,3,0
9721,12,6.368,3647,10.7,1910,80,0.9,3.5,0
9723,12,6.368,3647,10.7,1907,80,0.9,3.5,0
9726,5.5,10.134,339,8.9,1985,110,1.43,2.48,1
9729,6.2,10.169,623,10.06,1973,130,1.11,1.46,1
9730,6.2,10.169,623,10.06,1973,130,1.11,1.46,1
9748,5,12.869,443,10.56,1976,110,1.2,1.48,1
9749,5,12.869,443,10.56,1976,110,1.2,1.48,1
9771,13.8,4.991,5634,15.39,1982,160,1.43,4.9,1
9772,13.8,4.991,5634,15.39,1982,160,1.43,4.9,1
9775,13.8,4.839,5427,15.77,1980,160,1.42,4.8,1
9776,13.8,4.839,5427,15.77,1980,160,1.42,4.8,1
9779,13.2,7.102,17339,27.94,2010,200,1.32,3.5,0
9780,13.2,6.379,8160,16.3,2010,200,1.32,3.5,0
9806,9.55,8.535,3082.1,12.55,1992,130,1.43,2.4,0
9807,9.55,8.434,3817.1,15.92,1992,130,1.43,2.4,1
9808,15,3.817,3900.9,13.05,1992,130,1.04,4,0
9809,9.55,8.535,3082.1,12.55,1992,130,1.43,2.4,0
9810,15,3.722,4669.5,16.43,1992,130,1.04,4,1
9811,9.55,8.434,3817.1,15.92,1992,130,1.43,2.4,1
9830,5.4,15.094,738,9.4,1957,160,0.85,2,1
9831,5.4,15.094,738,9.4,1957,160,0.85,2,1
9835,6.2,15.824,1729,11.53,1950,130,1.03,2,1
9836,6.2,15.691,1678,11.38,1950,130,1.03,2,1
9839,5.9,16.456,1294,9.73,1948,130,1.28,2,1
9840,5.9,16.456,1294,9.73,1948,130,1.28,2,1
9841,6,13.639,937,9.59,1927,130,1.12,2,1
9842,6,13.639,937,9.59,1927,130,1.12,2,1
9849,5.8,8.951,310.9,8.46,1984,160,1.21,2,1
9850,5.8,8.951,310.9,8.46,1984,160,1.21,2,1
9855,5.94,15.989,1526,11.83,1955,160,1.18,2,1
9856,5.94,15.989,1526,11.83,1955,160,1.18,2,1
9862,6.4,10.447,823,11.09,1974,150,1.12,1.41,1
9863,6.4,10.471,905,12.14,1974,150,1.12,1.41,1
9864,5.5,14.609,691,8.73,1983,160,1.057,2,1
9865,5.5,14.539,878,11.2,1983,160,1.66,2,1
9881,5.36,9.328,255,8.76,1988,130,1,2,0
9882,5.36,9.328,255,8.76,1988,130,1,2,1
9888,6.5,16.602,6969.3,34.95,1907,160,0.86,1,2
9898,6.25,17.488,1252,6.62,1905,160,0.84,2.6,0
9899,6.25,17.488,1252,6.62,1905,160,0.84,2.6,0
9900,6.25,17.969,1252,6.27,1904,160,1.125,1.11,0
9901,6.25,17.969,1252,6.27,1904,160,1.125,1.11,1
9920,13.73,5.131,6299,16.61,1981,160,1.595,4.89,1
9921,13.73,5.131,6299,16.61,1981,160,1.595,4.89,1
9925,2.2,53.892,150,5.44,1957,160,1.13,4.32,1
9933,4.8,34.568,2288,8.9,1946,160,1.65,2.63,1
9934,4.8,34.568,2288,8.9,1946,160,1.65,2.63,1
9943,8.5,10.023,2678,12.6,1909,160,0.76,4,2
9954,17.6,4.383,13752,18.41,1988,110,1.056,1.056,1
9955,17.6,4.383,13752,18.41,1988,110,1.056,1.056,1
9973,4.5,26.304,744,6.47,1904,110,2.83,3,0
9974,10.5,8.088,3632,11.27,1932,110,0.9,0.9,1
9985,5.8,13.149,816,10.29,1982,140,1,1,1
9986,5.8,13.038,711,9.12,1982,140,1,1,0
9987,10.8,7.135,4269.8,15.21,1982,140,1,1,0
9988,13.3,4.468,4018,15.87,1982,140,1.04,1.04,1
9997,5.45,17.359,1015,9.42,1950,110,0.857,1.83,1
9998,5.45,17.644,1053,9.46,1950,110,1.05,2,1
10005,7,24.358,9532,16.51,1931,110,2.4,2.9,1
10006,7,24.358,9532,16.51,1931,110,2.4,2.9,1
10008,10,11.892,11210,19.56,1907,120,0.975,4,1
10013,5.4,12.525,612,11.32,1973,140,1.21,1.8,1
10014,5.4,12.525,612,11.32,1973,140,1.21,1.8,1
10015,5,13.03,498,11.58,1983,140,1,1,1
10016,5,13.03,498,11.58,1983,140,1,1,1
10025,13.6,4.752,4900,15.65,1989,140,1.27,4,1
10026,13.6,4.784,4938,15.56,1989,140,1.27,4,1
10029,5.25,26.319,2907,13.63,1977,140,0.948,3,1
10033,5.7,9.591,440,11.18,1988,160,1.16,2,1
10034,5.7,9.591,440,11.18,1988,160,1.16,2,1
10058,25.5,2.453,19908,19.3,1977,100,1.19,8,1
10059,25.5,2.447,20124,19.62,1977,100,1.19,8,1
10061,12.8,7.07,6782,12.47,1971,80,1.26,3.5,0
10062,12.8,7.07,6782,12.47,1971,80,1.26,3.5,0
10063,16.05,6.559,19960,17.25,1971,80,1.51,5,0
10064,16.05,6.559,19960,17.25,1971,80,1.51,5,0
10065,16.05,6.517,17545,15.36,1971,80,1.51,5,0
10066,16.05,6.585,22575,19.36,1971,80,1.51,5,1
10067,12.8,7.07,6782,12.47,1971,80,1.26,3.5,0
10068,12.8,7.107,8736,15.9,1971,80,1.26,3.5,1
10069,5.9,9.823,326,6.88,1994,80,0.97,2,0
10070,5.9,10.031,294,5.95,1994,80,0.97,2,0
10071,5.9,10.031,294,5.95,1994,80,0.97,2,0
10072,5.9,9.809,327,6.92,1994,80,0.97,2,1
10152,16.9,5.747,29562,27.07,1984,280,1,1,1
10153,16.9,5.791,29562,26.66,1984,280,1,1,1
10297,4.3,28.867,1441,12.48,1953,160,1.04,2,1
10298,4.3,28.867,1441,12.48,1953,160,1.04,2,1
10329,5,17.767,806,10.08,1902,130,0.85,2.7,1
10330,5,17.767,806,10.08,1902,130,0.85,2.7,1
10332,5.7,19.035,2136,13.78,1926,130,0.95,2.7,1
10333,5.7,19.261,1976,12.45,1926,130,0.95,2.7,1
10334,6,14.999,1216,10.29,1927,130,0.92,3.5,1
10335,6,15.095,1216,10.16,1927,130,0.92,3.5,1
10336,7.6,15.029,4746,15.54,1934,140,1.43,5,1
10337,7.6,15.029,4746,15.54,1934,140,1.43,5,1
10343,2.3,45.644,323,13.67,1911,130,0.887,1.9,1
10347,3.67,24.982,446,9.72,1973,140,1.2,1.17,1
10348,3.4,43.876,1003,9.62,1961,140,0.883,1.9,1
10365,6.7,9.606,884,11.73,1972,160,1.21,1.49,1
10366,6.7,9.606,884,11.73,1972,160,1.21,1.49,1
10380,5,20.376,834,7.93,1902,160,0.792,2.5,1
10381,5,22.118,1031,8.32,1902,160,0.792,2.5,1
10392,5.6,11.096,557,11.35,1982,160,1.25,1.5,1
10393,5.6,11.096,557,11.35,1982,160,1.25,1.5,1
10394,8.07,6.888,1013,12.42,1982,160,1.05,1.8,1
10395,8.07,6.888,1013,12.42,1982,160,1.05,1.8,1
10396,5.6,10.664,563,12.42,1982,160,1.25,1.59,1
10397,5.6,10.889,544,11.51,1982,160,1.25,1.59,1
10400,8.19,8.869,1724,12.02,1983,160,1.17,1.8,1
10411,8.19,8.869,1724,12.02,1983,160,1.17,1.8,1
10424,7.65,12.194,2000,9.69,1905,120,0.84,3.7,0
10437,11.52,12.455,19700,17.79,1981,140,1.09,3,1
10438,11.52,5.71,3377,14.51,1981,140,1.09,3,1
10449,6.1,10.136,648,11.24,1985,140,1.09,1.9,1
10450,6.1,10.136,648,11.24,1985,140,1.09,1.9,1
10451,14.73,4.415,5572,14.98,1991,140,1.026,2,1
10452,14.73,4.415,5572,14.98,1991,140,1.026,2,1
10502,3,42.032,446,7.69,1927,110,0.95,2.3,1
10503,3,41.175,479.2,8.61,1927,110,0.95,2.3,1
10520,8.3,10.879,2502,10.99,1939,140,1.18,2.7,1
10521,8.3,10.879,2502,10.99,1939,140,1.18,2.7,1
10524,9.5,11.039,4799,11.93,1937,130,1.21,5,1
10525,9.5,11.297,4895,11.62,1937,130,1.21,5,1
10532,7.92,12.292,3356,13.93,1932,120,0.91,3.3,1
10533,7.92,12.041,2763,11.95,1932,120,0.91,3.3,1
10563,6.5,18.361,2583,10.59,1910,160,0.98,3,1
10566,5.35,21.845,1228,7.75,1910,160,0.829,2.5,1
10592,6.06,30.706,5035,9.77,1937,120,1.18,5.1,1
10596,8.5,17.245,8368,13.3,1951,130,1.23,3.27,1
10597,8.5,9.376,2258,12.14,1951,130,1.23,3.27,1
10598,5.75,32.228,5448,11.84,1936,130,1.11,4.85,2
10614,7.08,10.893,1642,13.59,1936,140,1.568,3.38,2
10621,4.35,23.881,672,8.12,1907,130,1.278,1.855,1
10622,4.35,25.41,743,7.93,1907,130,1.278,1.855,1
10623,4.5,28.078,1419,10.83,1937,130,1.002,3.112,2
10662,3.8,22.607,314,7.27,1927,140,1.38,2.25,1
10663,3.8,22.607,314,7.27,1927,140,1.38,2.25,1
10665,7.9,13.178,3309,12.07,1911,120,1.5,3.2,2
10667,6,10.693,669,11.14,1995,130,1.22,1.04,1
10668,6,10.693,669,11.14,1995,130,1.22,1.04,1
10672,2.1,85.365,919,16,1916,140,1.02,1.56,1
10673,10.5,9.052,7193,17.82,1916,140,1.27,4.08,1
10674,2.1,85.365,919,16,1916,140,1.02,1.56,1
10676,13.6,7.302,11066,14.97,1947,140,1.01,1.07,1
10677,13.6,7.315,12225,16.48,1947,140,1.04,4.95,1
10700,8,8.064,1275,11.81,1977,110,1.07,0.993,1
10701,8,8.081,1275,11.76,1977,110,1.07,0.993,1
10702,8,8.064,1275,11.81,1977,110,1.07,0.993,1
10703,8,8.081,1275,11.76,1977,110,1.07,0.993,1
10738,8.7,12.647,4475,12.05,1925,110,1.1,1.059,1
10739,8.7,12.766,4475,11.826,1925,110,1.1,1.059,1
10753,8.7,13.354,4271,10.315,1928,100,1.23,1.165,1
10754,8.7,13.354,4271,10.315,1928,100,1.23,1.165,1
10790,10.6,5.616,1961,12.15,1990,100,1.041,1,1
10791,10.6,5.623,1953,12.07,1990,100,1.041,1,1
10828,2.6,47.603,209,4.98,1926,120,1.363,0.891,1
10829,2.6,47.603,209,4.98,1926,120,0.862,0.891,1
10841,11.3,6.905,4723,14.99,1976,100,1.13,1.065,1
10842,11.3,6.905,4723,14.99,1976,100,1.13,1.065,1
10845,11.24,9.147,6657,12.3,1975,120,1.28,1.279,1
10846,11.24,9.147,6657,12.3,1975,120,1.28,1.279,1
10875,10,12.546,8485,13.3,1947,110,1.035,1,1
10876,10,11.333,8485,16.3,1947,110,1.035,1,1
10881,13.85,4.742,5700,17,1976,100,1.09,1.125,1
10882,13.85,4.752,5775,17.15,1976,100,1.09,1.125,1
10887,4.4,22.915,611,7.66,1927,130,1.12,1.12,1
10888,4.4,22.915,611,7.66,1927,130,1.12,1.12,1
10901,6.078,14.663,1305.8,10.98,2004,100,1,1,1
